event,city,user_id,gaid,lr_uid,brand,date_stamp_ist,date_ist
App Access,Ahmedabad,svzM2Sr8IHTIwJr9m8bOzPUFuzJ2,4812fa8c-3a97-4efa-9ff2-64e7acecec05,svzM2Sr8IHTIwJr9m8bOzPUFuzJ2,Xiaomi,01-11-2020,01-11-2020 12:46
App Access,Jaipur,09d0c03e5c534c3080b9d55c5d0e30a4,e00daf82-a2f7-4e50-98ab-e926d27e0c21,09d0c03e5c534c3080b9d55c5d0e30a4,samsung,01-11-2020,01-11-2020 13:12
App Access,Patna,1DrbrqMEMZX3is93Hz7Pk3y8IZp1,2cae2a59-0f10-4cb1-ad0e-3f61390a1659,1DrbrqMEMZX3is93Hz7Pk3y8IZp1,samsung,01-11-2020,01-11-2020 12:35
App Access,Hyderabad,DAddiamHOwWKWwsosbfq3SrlzSX2,59abb8b4-e871-41e3-a9f6-dcc544e415be,DAddiamHOwWKWwsosbfq3SrlzSX2,samsung,01-11-2020,01-11-2020 12:47
Video Watched,Bhopal,null,ed9d57e6-ed40-4f0a-a288-c76f5f0bde26,G3NxPhGwZgNy6XEiKrwkqArh95o1,samsung,01-11-2020,01-11-2020 13:37
App Access,Mumbai,cbed67e3431b4f84bce79132fa1a54ff,02935807-0594-4793-ac3b-c314f0f4614e,cbed67e3431b4f84bce79132fa1a54ff,OnePlus,01-11-2020,01-11-2020 12:59
App Access,Haldwani,0xhtHS0YPVeNX0cEMGwrsLbjBoH2,062233ef-e6b5-4abe-aac0-c8d886f4816c,0xhtHS0YPVeNX0cEMGwrsLbjBoH2,OPPO,01-11-2020,01-11-2020 12:55
mediaReady,New Delhi,7SWg5wp6tmQ4vtxvDVOCqwEnczY2,dcbd14a1-b59d-4db2-8e4a-942bd71f6a48,7SWg5wp6tmQ4vtxvDVOCqwEnczY2,OnePlus,01-11-2020,01-11-2020 13:23
App Access,Hyderabad,Fkq0taBRYdh5zivXt4HPRIipwSX2,2e24d3eb-bb4f-4333-967c-ca2c7408163f,Fkq0taBRYdh5zivXt4HPRIipwSX2,samsung,01-11-2020,01-11-2020 12:04
App Access,Mohali,c330c2f5dc1b4fad848e4adbdf953fd9,aacabfa5-11fc-4eec-bd6c-f17a51e03aeb,c330c2f5dc1b4fad848e4adbdf953fd9,vivo,01-11-2020,01-11-2020 13:08
App Access,Patna,eLONv98cY1XRyNinVhBTEoTYmtt2,1d08d24f-7cf1-47eb-866e-2b2585ee61a8,eLONv98cY1XRyNinVhBTEoTYmtt2,xiaomi,01-11-2020,01-11-2020 13:42
App Access,Bhopal,3a1165384cfc4d0fa6cddd19913be29e,5fe79a0b-12a6-4f25-b4a0-3dd120955430,3a1165384cfc4d0fa6cddd19913be29e,vivo,01-11-2020,01-11-2020 13:19
App Access,Kolkata,07f418b104c842109bd978917170decb,6D4E9438-2A2F-49AF-80F1-DF9EEC43CB74,null,null,01-11-2020,01-11-2020 13:25
Video Watched,Patna,null,430235c2-e9f6-4d0f-bad1-6a93994e63fb,EhbxRk8CNfahAmD9M9IoRWVpAll2,OPPO,01-11-2020,01-11-2020 13:35
mediaReady,Mumbai,SwDuoKXjAPZBV3jSZHJkEg5mSc02,d58b87ce-3d6c-4886-a745-d07a2ba3b0e7,SwDuoKXjAPZBV3jSZHJkEg5mSc02,samsung,01-11-2020,01-11-2020 13:51
Video Watched,Lucknow,7tLKrE1SIBN8axHL7NqevDoumWq1,18a49a87-bbe9-42fc-ac26-ea05fb533f9c,7tLKrE1SIBN8axHL7NqevDoumWq1,Lenovo,01-11-2020,01-11-2020 12:03
mediaReady,Patna,null,27f53e84-0350-48cf-88ea-ffe2574e4c30,I5s5vhzSQcamaljbZU0ijSvNUVM2,realme,01-11-2020,01-11-2020 13:03
App Access,New Delhi,IBfxqmGewRfqsbI2Q4bl01klU9o2,76299311-c3c7-457c-8ad2-4455567e152b,IBfxqmGewRfqsbI2Q4bl01klU9o2,Lenovo,01-11-2020,01-11-2020 12:06
App Access,New Delhi,null,523621ed-f797-49ff-a7be-058bc8744340,t7QyWquqihb4E6g5xnYKjmgcYt32,vivo,01-11-2020,01-11-2020 12:09
App Access,Kolkata,null,7a990ed6-e250-4068-b1f1-2edb9facbaed,QKQ2CjqEOgbX8HCcVeoiZYKvsHQ2,Redmi,01-11-2020,01-11-2020 12:14
Video Watched,Lucknow,null,ace92da2-7719-4fd8-a4ea-4e0b59151356,268lOsRWOCcPfnK19EP7lr9enJj2,samsung,01-11-2020,01-11-2020 13:42
App Access,Delhi,null,8986b412-ea76-40d1-b542-f697bec4893f,fZdEGljWNBdPSyWnaeHY170kjWn1,OPPO,01-11-2020,01-11-2020 13:46
mediaReady,Mumbai,19012e3c31ba46edbd21770d0f28ad43,45f41e5e-de74-4594-a5ee-bd17bc8b1b23,19012e3c31ba46edbd21770d0f28ad43,vivo,01-11-2020,01-11-2020 12:43
App Access,Ahmedabad,68b7e2728d34405988a3bfc53a96b873,ebca0fb9-c130-47cf-ab5e-441c80d72078,68b7e2728d34405988a3bfc53a96b873,OnePlus,01-11-2020,01-11-2020 12:46
App Access,Karnal,null,81919657-6fef-41ab-884e-cbf06edbb125,o1OUpRdXFRW5vOps6ZrFZxCvJty1,samsung,01-11-2020,01-11-2020 12:55
App Access,Hyderabad,zUxfYwRo50TcputbKeGgYwASGCg1,8c867a96-6577-4150-81fd-74cc401f9a29,zUxfYwRo50TcputbKeGgYwASGCg1,OnePlus,01-11-2020,01-11-2020 13:31
Video Watched,Madurai,null,e8253bef-bf9c-4e86-b0a0-2a4cb6f00c76,1P9rwIrPkiNvnHb746I4KRzhZal2,OPPO,01-11-2020,01-11-2020 13:08
App Access,New Delhi,173202b4af18492b9f79df9d54e7a62d,5528422f-a1ba-4b49-b86d-d9f85eca73d6,173202b4af18492b9f79df9d54e7a62d,Redmi,01-11-2020,01-11-2020 12:13
Video Watched,Ludhiana,9ccc54f44e6e4d9182414aca12682b0c,7513653f-f6ed-4522-b87e-a4eb81bbd6ef,9ccc54f44e6e4d9182414aca12682b0c,samsung,01-11-2020,01-11-2020 13:53
App Access,Hyderabad,null,68743F9C-3C0F-4E74-B47E-9C06D3C91E5C,null,null,01-11-2020,01-11-2020 12:09
App Access,Bengaluru,null,2d1bc125-5ade-45c1-980f-d53974b73f12,FJXwbLobRYg9WHbQmkaLlKaecny2,OnePlus,01-11-2020,01-11-2020 12:45
App Access,New Delhi,c5552d41ca1b41b39471bc87459b459f,00000000-0000-0000-0000-000000000000,null,null,01-11-2020,01-11-2020 12:05
App Access,Hyderabad,7de7c6e4b9f9487eb4708ac3300a87a1,a0d63539-3872-49dd-84e0-7bebc0005d77,7de7c6e4b9f9487eb4708ac3300a87a1,vivo,01-11-2020,01-11-2020 13:35
App Access,Trivandrum,6414d4099a58460292631b0be8368b0f,7637323e-b965-40a8-bae1-8ed0686540c3,6414d4099a58460292631b0be8368b0f,samsung,01-11-2020,01-11-2020 12:44
App Access,Ahmedabad,null,fe7fbd8d-8318-4d43-8683-0c881ff2d9df,xIrWXpKG0sbVG48OVuVOIPQmjJ93,samsung,01-11-2020,01-11-2020 12:07
Video Watched,Pune,mjQZ9WLZJ1YDOLN2HFk0TmkEluN2,2827d0a2-1245-4b75-8f0e-84849706c861,mjQZ9WLZJ1YDOLN2HFk0TmkEluN2,OPPO,01-11-2020,01-11-2020 13:35
App Access,Kolkata,gKvXIVBX1bSW8uUfaPr9o06c1ah1,6f127eec-29d5-4b41-a485-4632e6a2d5bf,gKvXIVBX1bSW8uUfaPr9o06c1ah1,TECNO,01-11-2020,01-11-2020 12:07
App Access,Amritsar,thx2PLbdg2amHCtsr7aMQ5Vnu9M2,e4a7de63-7e67-48d2-a13f-4dc2d56edb09,thx2PLbdg2amHCtsr7aMQ5Vnu9M2,Xiaomi,01-11-2020,01-11-2020 12:21
mediaReady,Jaipur,IUdbOPd5lhTjb62TkiMff4azV6m1,28771147-f131-4cb1-9589-23474dbe626c,IUdbOPd5lhTjb62TkiMff4azV6m1,xiaomi,01-11-2020,01-11-2020 12:13
mediaReady,New Delhi,null,652a9f24-0f8d-4c8a-b6dd-7005eaaa594d,xcOshudPgWOsStK2viyvcC7tKW52,vivo,01-11-2020,01-11-2020 13:32
Video Watched,Chennai,cp78zLpVGgONat9mXVmjaamtTfI2,bf14dbfe-031a-479c-9ec1-99ca1e16af1f,cp78zLpVGgONat9mXVmjaamtTfI2,vivo,01-11-2020,01-11-2020 13:47
App Access,Delhi,541313adb47647ee806504325134b23b,5d82d730-7637-4e86-891e-e32ba5b23159,541313adb47647ee806504325134b23b,xiaomi,01-11-2020,01-11-2020 13:24
mediaReady,Nagpur,oV6UTaz4KvSMBuAULMVpCtVBa5t1,7745d83f-ebab-4fb8-a4fd-4807e6be5993,oV6UTaz4KvSMBuAULMVpCtVBa5t1,TECNO,01-11-2020,01-11-2020 13:47
Video Watched,Ernakulam,null,8e172c7e-afe1-474e-bcba-56ec57292abc,gfyeqC4Z52Yw3HLMajeYPJFaMm73,xiaomi,01-11-2020,01-11-2020 12:54
App Access,Bengaluru,d19051db272841d6b7a2976bca0d0fd0,82962a90-025a-43df-9541-5a94b98fa87b,d19051db272841d6b7a2976bca0d0fd0,vivo,01-11-2020,01-11-2020 13:11
App Access,Pune,null,b09c496f-c158-437b-a52f-9513cd158599,OT4wXnfECHOXE3s1ERz3XKkoSL73,Redmi,01-11-2020,01-11-2020 13:27
App Access,Bengaluru,null,e53dcaf9-e3da-47dc-8661-78145cf57e58,99f2415965ea426caf2c09206659f0d5,motorola,01-11-2020,01-11-2020 12:31
Video Watched,New Delhi,TPby7dNSyAWXahkQh73fHLSUvey1,9257d051-3d76-4cfe-9757-25b9e54c8777,TPby7dNSyAWXahkQh73fHLSUvey1,xiaomi,01-11-2020,01-11-2020 12:41
App Access,Delhi,81f47a928887430eada2704ed86a358b,1c76400d-2170-4f88-92a5-fbc38ea9f7e6,81f47a928887430eada2704ed86a358b,samsung,01-11-2020,01-11-2020 13:01
App Access,Mumbai,2392fa3e2ba34c06874dc8a03dd38100,2dc34cdb-9dc3-4351-bd5a-97d0b1ef52ac,2392fa3e2ba34c06874dc8a03dd38100,OnePlus,01-11-2020,01-11-2020 13:20
mediaReady,Mumbai,b9b5787977874b1ea1d711622d704843,c1a8a5ea-97bd-455e-b629-e44e2f2378f4,b9b5787977874b1ea1d711622d704843,vivo,01-11-2020,01-11-2020 12:23
App Access,Patna,null,bb73a398-b851-4224-a873-3adf41ebd25b,GKhwzSNmOSc9g409QroxCcihEHP2,Lenovo,01-11-2020,01-11-2020 13:48
Video Watched,Bengaluru,d9f6ae6da9524e3d92c3ec85880a20f1,8eab99b1-ac84-4ab0-82c9-f692e2ad3493,d9f6ae6da9524e3d92c3ec85880a20f1,OnePlus,01-11-2020,01-11-2020 12:28
Video Watched,Barh,null,d3b44317-f031-4d8b-8940-e77daec5effa,rngVK2jmkRejMP3kYhS03kTiZQH3,Sony,01-11-2020,01-11-2020 12:03
App Access,Kolkata,h50dGHAUBaMzDehcBPhtNEwW77v1,75261e3c-5c82-411d-b07f-4e20a05f15d4,h50dGHAUBaMzDehcBPhtNEwW77v1,samsung,01-11-2020,01-11-2020 12:43
Video Watched,Bhubaneswar,null,beba87d7-2c20-4cc5-9d21-f28a8ced05f3,ID0ClhFnschlJCWFGrVNRrPJvtr1,xiaomi,01-11-2020,01-11-2020 13:13
App Access,Jaipur,3zMiCgXaE7NyDxeyUFxG3Y781cr2,66de4c4b-c9f3-420f-ad4e-6a1a616525e2,3zMiCgXaE7NyDxeyUFxG3Y781cr2,vivo,01-11-2020,01-11-2020 13:09
App Access,Aizawl,7eb1242eba374d2ebbacab99abb52946,e99250ce-cf0d-46f8-b846-beb2b19fbf16,7eb1242eba374d2ebbacab99abb52946,OnePlus,01-11-2020,01-11-2020 12:45
App Access,New Delhi,null,071edc95-2c1e-4d6d-ad73-5ccdef5879e8,fc2xk3sXpdchrZmay9lsRrkpo6q1,vivo,01-11-2020,01-11-2020 13:20
App Access,Delhi,0cf96ae14e1a4d419eb598caef429696,7408f7ce-423a-4ce6-a67c-bc1b7a779215,0cf96ae14e1a4d419eb598caef429696,samsung,01-11-2020,01-11-2020 13:02
Video Watched,Delhi,null,273058e0-52bc-418f-af39-ba7a70473d58,dRvzNIujD5P5okT1EaU9ikrNRLG2,vivo,01-11-2020,01-11-2020 13:10
App Access,Bengaluru,4869227c8d254e7c834ba5c20e27bfbe,533199f6-42b3-4f48-9adb-80cddc15cc53,4869227c8d254e7c834ba5c20e27bfbe,Nokia,01-11-2020,01-11-2020 12:48
App Access,Ranchi,IWzZ0kYHLJgKhPKXVqZVR2VOCTS2,0691186c-cdaa-4e78-9937-2e9d0f1d7e8c,IWzZ0kYHLJgKhPKXVqZVR2VOCTS2,xiaomi,01-11-2020,01-11-2020 12:09
mediaReady,New Delhi,null,26558f8a-e38b-41f8-888a-35b8e7f3c93e,ihLl7ZTAUAeGvrbTMXzeiRdgeot1,OPPO,01-11-2020,01-11-2020 13:46
mediaReady,Pune,rh3876xhxeblqRXrS7GckmFZcYp2,0cc14386-711d-40b0-bb75-bee4af617dfa,rh3876xhxeblqRXrS7GckmFZcYp2,xiaomi,01-11-2020,01-11-2020 13:10
App Access,Mangalore,71a68e9149ce4156b2ddd359c78d5f78,f9fadc12-a7cd-4082-822a-a5c65f14224c,71a68e9149ce4156b2ddd359c78d5f78,vivo,01-11-2020,01-11-2020 12:21
App Access,Bhopal,02506891ae2e4ad1bcabc41e9683dd0a,430a8b69-b6ef-4add-bc97-49272ab7880e,02506891ae2e4ad1bcabc41e9683dd0a,OnePlus,01-11-2020,01-11-2020 11:46
Video Watched,Kolkata,aPdQEH4bozTeb7JldzmXsk5uck22,a0483bd8-e30f-4225-9a25-628c6273c8c7,aPdQEH4bozTeb7JldzmXsk5uck22,vivo,01-11-2020,01-11-2020 13:20
Video Watched,Bhubaneswar,xFkwwphkgZOmjHcl7c9dDFSmzEU2,5ff363ff-9db3-4248-9a0a-d42d8c2b7085,xFkwwphkgZOmjHcl7c9dDFSmzEU2,vivo,01-11-2020,01-11-2020 13:33
App Access,Delhi,null,a195287b-e7fa-470f-b6b4-2c389c42328c,4HIaavVBW8RTcy1nEscPL7JM4A83,vivo,01-11-2020,01-11-2020 12:28
App Access,Jabalpur,null,e79376a1-5b6a-4096-9217-762f43566b04,KqgfCmHc1xb1MTh0Secx8eov8k12,samsung,01-11-2020,01-11-2020 12:29
Video Watched,Lucknow,bbbc6d6d99b64a2b96f152c416a7925e,a974020e-18fe-4a5c-ae4b-f45b87619d29,bbbc6d6d99b64a2b96f152c416a7925e,xiaomi,01-11-2020,01-11-2020 13:19
App Access,Pune,null,fa238031-1bb5-48c5-be3d-1e1f3da20324,ZDoPte5LWDOAgvUsFp23KvOr9hL2,xiaomi,01-11-2020,01-11-2020 13:13
App Access,Bengaluru,1dEUSYxSffffABJm7XcqaGbfjlK2,3edbca32-53e3-4821-bba5-e0a82902d805,1dEUSYxSffffABJm7XcqaGbfjlK2,samsung,01-11-2020,01-11-2020 12:05
App Access,Chennai,59a062043be3430aa6e334c45956e0c5,eb55bb19-aa7f-4c6d-9fd1-4fe339e52e1b,null,samsung,01-11-2020,01-11-2020 12:36
mediaReady,Bengaluru,918386e0a8dd4e1d834956fac50e3652,29a98788-4909-4ffc-851f-259eec56379d,918386e0a8dd4e1d834956fac50e3652,vivo,01-11-2020,01-11-2020 12:34
App Access,Shimla,null,df0fa121-c2cd-44db-abc4-bc92c64aefa2,dR2UZccmyRVg9B0OBdon6vaord43,samsung,01-11-2020,01-11-2020 12:52
App Access,Mohali,0a5cf412c6ba4a0ab423f9b230ffac43,8abdadc1-4e05-45a2-ab45-947a06f071fe,0a5cf412c6ba4a0ab423f9b230ffac43,OPPO,01-11-2020,01-11-2020 13:26
App Access,Pune,null,1ca4c80d-cade-4330-870e-d477a501ccf9,qNuoKaE0qqdlsozqFVqGFVk93oj1,xiaomi,01-11-2020,01-11-2020 13:48
App Access,Bhopal,null,ee87c8c6-365b-49e6-8429-c1ac07e87508,4609d52e5ec34bbd87369c9fba25f271,vivo,01-11-2020,01-11-2020 12:31
App Access,Noida,HFUdFIxNT8eheFjnbbMLgHrag3T2,93e97584-1a7b-4fbd-9a4c-4d6ce1f4d7f8,HFUdFIxNT8eheFjnbbMLgHrag3T2,Redmi,01-11-2020,01-11-2020 12:44
Video Watched,Bhopal,gVzlZfHVHaO1OUMlTQpNkC1yFLt1,78e50814-3096-442c-bb8c-6b20a2dd131e,gVzlZfHVHaO1OUMlTQpNkC1yFLt1,Realme,01-11-2020,01-11-2020 13:59
Video Watched,Naharlagun,rEyosmVaqjSfGhtVWVgJeRMThsq2,47af7987-cf5a-4c93-8e2d-0f14b74f5aab,rEyosmVaqjSfGhtVWVgJeRMThsq2,OPPO,01-11-2020,01-11-2020 12:43
mediaReady,Lucknow,null,cfb923d2-fa61-4901-81c1-70e68560266f,FMkW4P5gpTfn7APhnEeeoJKVoX42,xiaomi,01-11-2020,01-11-2020 12:11
Video Watched,Hyderabad,null,CBF6498C-1F65-4C93-A765-E2BDB8EAD3F9,null,null,01-11-2020,01-11-2020 12:08
App Access,Pune,72ac3b9e19c14019985096e3e806c7fe,ec29454c-560c-43d9-8d24-48afafc92c7f,72ac3b9e19c14019985096e3e806c7fe,OnePlus,01-11-2020,01-11-2020 12:13
App Access,Hyderabad,4vJKc9tiUBShuGHvyptIbRXgxov2,c0edc678-d750-4275-a0dd-33b7d1e68c7e,4vJKc9tiUBShuGHvyptIbRXgxov2,OPPO,01-11-2020,01-11-2020 12:30
Video Watched,Chandigarh,725cf5634e404bd890ae98d42c668620,ef7e699d-c094-4809-b30d-110b34599bd1,725cf5634e404bd890ae98d42c668620,samsung,01-11-2020,01-11-2020 13:15
App Access,Bagpat,f2705776165b48448418f3304a6e9be0,4d5c8c68-ddb2-45d1-9f52-9a42ff5008ff,f2705776165b48448418f3304a6e9be0,HONOR,01-11-2020,01-11-2020 12:41
Video Watched,Delhi,8afa423ccacf41978f46efcca2d551b6,eb11fbe7-01a5-4cad-98f8-4002766c3544,8afa423ccacf41978f46efcca2d551b6,Xiaomi,01-11-2020,01-11-2020 13:15
mediaReady,Pune,null,ad71e2c4-ccaf-4baf-83c0-eeebad9df124,CH5onwVH1iNHfPBzerVO3yeu2NA2,vivo,01-11-2020,01-11-2020 13:36
App Access,Mumbai,null,bf2b7929-b461-4215-b6e9-5e2123b15ddd,ennpark8sAbosU9qNJg9v8xtkGP2,Xiaomi,01-11-2020,01-11-2020 12:44
App Access,Noida,null,fb5028a8-babc-4ea8-bf3c-f88d31618e4b,nawXEGEWU3XQOZRwDJz9kVdMijg1,samsung,01-11-2020,01-11-2020 12:25
App Access,Raipur,null,a414b96f-d9cc-471a-add5-729c3f5bb78d,dqPalJqVkTWEIetG9IqXPzKeZ713,HONOR,01-11-2020,01-11-2020 13:17
Video Watched,Ludhiana,8ItuYdNubmdeV52UEHLiO0uq28p1,3928f481-a613-43ae-850e-092561eed9bf,8ItuYdNubmdeV52UEHLiO0uq28p1,vivo,01-11-2020,01-11-2020 13:26
App Access,Lucknow,UQqWTJisINRH7LGkx4s0VvgQeZS2,9f83dead-161e-4c09-8d94-2f5ad00ca7c6,UQqWTJisINRH7LGkx4s0VvgQeZS2,Lenovo,01-11-2020,01-11-2020 13:21
App Access,Pune,lZagP6lBneenFeynmOlEL7UQy7l2,50ca362c-7211-4b55-844c-3bdb70af39d9,lZagP6lBneenFeynmOlEL7UQy7l2,OPPO,01-11-2020,01-11-2020 12:21
App Access,Pune,null,3c9b9fb7-d7de-4a3c-8962-24a3960f4d4f,LIZJH181bEPpw9n8Ui4PvQYJm9k1,vivo,01-11-2020,01-11-2020 12:59
App Access,Ahmedabad,null,5b21f0d7-49a0-4da1-9734-8c4f3366e99d,c294b1e5c8f74b2ab7e0129978ace567,motorola,01-11-2020,01-11-2020 12:48
Video Watched,Lucknow,null,c69c0f11-f0bb-4d78-bce2-9a15aef130b6,TotU3LpgxUMp1JVp4PhMg2ibtz22,OPPO,01-11-2020,01-11-2020 13:59
App Access,Mumbai,null,723f33f5-9a25-4b64-b09d-625c473176dc,FH0cY9ttZNcrPBq1R0YfmpPDEzm1,Infinix,01-11-2020,01-11-2020 13:48
mediaReady,Ahmedabad,null,c6aeb025-2c21-4aa2-8e04-fd34e2c19e3d,7prIQMfBYpfaCT2xsd4rTZ5bkru1,vivo,01-11-2020,01-11-2020 12:22
Video Watched,Dimapur,CUEEZSgBmqTjI8Gzh3lDUrODpGh1,cf03f4e7-b3c2-4286-9c57-0f39db62fd74,CUEEZSgBmqTjI8Gzh3lDUrODpGh1,vivo,01-11-2020,01-11-2020 12:20
mediaReady,New Delhi,null,9d574a2e-95e5-4fb5-9c9c-4a76d266004c,TXX3m9KFv2Te7bGlMoSIza8qQOq1,OPPO,01-11-2020,01-11-2020 11:48
App Access,Ludhiana,28d2f27882274181942dffbb972fd98e,176a9399-8b95-429e-b2b6-75c51d678c53,28d2f27882274181942dffbb972fd98e,OPPO,01-11-2020,01-11-2020 12:55
Video Watched,Kolkata,t56MjzSIescGeteshOOFyIazGLy1,8a4edfc8-265a-4911-a78c-887a9e06d53e,t56MjzSIescGeteshOOFyIazGLy1,samsung,01-11-2020,01-11-2020 12:30
App Access,Delhi,null,d2760954-70ca-41f2-a529-1b3f66df5f1f,pU6V1XU0vrYJHlxPlKpXYwmAYnC3,Micromax,01-11-2020,01-11-2020 13:10
App Access,Patna,buylShy4BFYTUw3vrz1SrjDlZEu1,843b324e-12f0-4fe6-9a3e-65419461d6bf,buylShy4BFYTUw3vrz1SrjDlZEu1,samsung,01-11-2020,01-11-2020 12:25
mediaReady,Mysore,null,fd8237ac-bba8-429c-be91-7d206c1eeccc,wc7VuiQBPeODqdJNYofOnIDu9d33,POCO,01-11-2020,01-11-2020 12:12
Video Watched,Noida,null,F7B61C12-98A8-4BCD-AF92-AE490314666C,null,null,01-11-2020,01-11-2020 13:27
App Access,Kolkata,89f86947b50b4316beb6c8685e092fdd,0a5bbd1c-a391-4921-b71f-96e631fe4617,89f86947b50b4316beb6c8685e092fdd,realme,01-11-2020,01-11-2020 13:05
mediaReady,Rajsamand,dfd8ab388c654ce890c66a6a3adafb7d,32835f7b-e228-42c0-96c2-531e90dd8481,dfd8ab388c654ce890c66a6a3adafb7d,OPPO,01-11-2020,01-11-2020 12:20
App Access,Pune,vSz989Jz3dVgIXxrEZDj68NnLCG3,cc990ef6-b58e-4060-b4ef-545f43c8b541,vSz989Jz3dVgIXxrEZDj68NnLCG3,samsung,01-11-2020,01-11-2020 12:40
Video Watched,Kolkata,null,aaa7efcc-8608-4eb8-afd0-bfdbca34618f,e7524b58cbe94e5f9a717dffdce6af58,OPPO,01-11-2020,01-11-2020 13:48
App Access,Jalandhar,kXW41D629fOZw7gNQUstOzKhlzG2,bc362537-c856-40e3-ae75-fbcabb4d53d1,kXW41D629fOZw7gNQUstOzKhlzG2,samsung,01-11-2020,01-11-2020 11:43
App Access,Guwahati,VGvQN3Gq2Yf2YQVOYYoFWFPz5d93,3d2699aa-ae38-40fe-b190-f097d0f30628,VGvQN3Gq2Yf2YQVOYYoFWFPz5d93,TECNO,01-11-2020,01-11-2020 12:09
Video Watched,Ahmedabad,b71a2c9486f044df96a8b782be30d658,e978349f-78e8-4bb5-9248-20324850896d,b71a2c9486f044df96a8b782be30d658,samsung,01-11-2020,01-11-2020 13:02
Video Watched,Shimoga,90abdd6b0fb94edb9b50b7bd425e5d80,0e472c2b-c520-4e6d-9937-01da3039de2c,90abdd6b0fb94edb9b50b7bd425e5d80,xiaomi,01-11-2020,01-11-2020 13:59
Video Watched,Surat,KTJTeqxHNIM4gvzSzrS3oNO81ng2,6e8f6fdf-4529-4845-93db-a022c203131f,KTJTeqxHNIM4gvzSzrS3oNO81ng2,samsung,01-11-2020,01-11-2020 12:29
Video Watched,Bhubaneswar,Q6Gh7LFgxsZeQxnmlLYxfJ6IODr1,5af5ffb8-8f0e-4ca1-b80c-6762276ccb3a,Q6Gh7LFgxsZeQxnmlLYxfJ6IODr1,xiaomi,01-11-2020,01-11-2020 12:26
Video Watched,Gurgaon,d35c1d5593a049d88e057d527fc6aa54,f506d3c1-d32e-468e-aa01-663ae0c53cda,d35c1d5593a049d88e057d527fc6aa54,samsung,01-11-2020,01-11-2020 12:34
App Access,Jaipur,b9ecb6a51ecd41e9938ea6acb7940249,641b6778-afea-4833-ac8e-86beecce5171,b9ecb6a51ecd41e9938ea6acb7940249,vivo,01-11-2020,01-11-2020 13:55
mediaReady,Ahmedabad,876299e890464a8fae04ddb563f7d285,0a57f07e-4cb8-4d1c-ae81-0831bec05d58,876299e890464a8fae04ddb563f7d285,samsung,01-11-2020,01-11-2020 13:15
mediaReady,Jalandhar,null,195607c5-8eae-4471-a31f-c7afeddb8e49,PlIUd1wD2Xh1TRug04vvQJKi7sr1,vivo,01-11-2020,01-11-2020 12:04
App Access,Ahmedabad,null,624a8dce-e736-4e22-a9f7-1ebae01e919e,dXLwhU9KZWS37FbwXJ5dA8pgg1P2,vivo,01-11-2020,01-11-2020 12:02
App Access,Kolkata,FRKpQv3eP5VcSgWuHuoGvKnktsA3,f4b8d8d8-699c-4ac3-9ad5-648f936eb52d,FRKpQv3eP5VcSgWuHuoGvKnktsA3,samsung,01-11-2020,01-11-2020 11:56
mediaReady,Bengaluru,null,61a0c40c-7cf7-447e-af47-ba89b72526fb,KsDEnC8kIEPSUcFRQpdsX5V1K7Q2,vivo,01-11-2020,01-11-2020 12:28
App Access,Ahmedabad,NoAIvYBSGiTvcQz0hG50Y4zmIIZ2,45e0a8a0-35dd-4e71-83a2-3adcf6d90b20,NoAIvYBSGiTvcQz0hG50Y4zmIIZ2,OPPO,01-11-2020,01-11-2020 12:47
App Access,Delhi,null,c600f077-6738-448d-8278-9a9ace4f34b1,CXsft01IAJTqsJ2WmgWKbToNUqL2,vivo,01-11-2020,01-11-2020 13:04
Video Watched,Kolkata,null,7d0112d2-e222-49f9-a450-e872d5b4a85c,scY4sbSpfHafvSqMNoaqEQ9iQIR2,samsung,01-11-2020,01-11-2020 13:53
App Access,Chandigarh,null,d5489f91-77d2-46a3-9211-7d6b168d3163,ymJM6XGziUgaCeaukzEIFI5r2rm1,samsung,01-11-2020,01-11-2020 13:30
Video Watched,Kolkata,007c66aebbf4469cab785fb085ad490c,35c198bb-6e2b-45ab-b583-c0f60c160568,007c66aebbf4469cab785fb085ad490c,samsung,01-11-2020,01-11-2020 12:45
App Access,Ahmedabad,null,315d9468-9ebd-4ec5-a890-5bef81b3ba2b,1P1rGR3W0TS35DNRwIhyul5n9PE2,samsung,01-11-2020,01-11-2020 13:06
mediaReady,Tindivanam,null,a2cec06c-9692-46d0-887c-231a721b36c0,d1Ce9HnsjKalpbOdShLxc9SGH0n2,xiaomi,01-11-2020,01-11-2020 13:58
App Access,Bengaluru,null,2b4d0080-0551-4825-b787-65c1a391d2a5,kSvs7esDE1OTAidtdCyPgRZyOLv1,vivo,01-11-2020,01-11-2020 13:27
App Access,Pune,Xl4WprmZY9hhbhaZd3RL6WmsCiw2,0A273E98-DA22-450E-BA8B-4F6FAA4B342A,null,null,01-11-2020,01-11-2020 13:46
Video Watched,Kottayam,null,c4f79b9d-39ad-4e40-94e7-ad0695029275,3wzFi6rPnRggH3YHDqsairk5xPF2,samsung,01-11-2020,01-11-2020 12:48
App Access,New Delhi,ite7z1pjYudOgNcOffUzPkTmavj2,6019036b-99a5-400f-8343-d813c78c02f8,ite7z1pjYudOgNcOffUzPkTmavj2,Realme,01-11-2020,01-11-2020 13:34
